Gen_Index,zone,capacity,Ramp_Rate,Ramp_Start,Ramp_Shutdown
Cumberland County LF,DC_BGE_PEP,0.0,0.8,3.8,0.4
Shippensburg LF (Community Refuse),DC_BGE_PEP,0.0,1.1199999999999999,5.319999999999999,0.5599999999999999
Northern Tier LF,DC_BGE_PEP,0.0,0.2,0.95,0.1
Stafford LF,DC_BGE_PEP,2.0,0.4,1.9,0.2
Broad Mountain 2 LF (Hegins),DC_BGE_PEP,0.0,2.1,9.975,1.05
Pioneer Crossing LF,DC_BGE_PEP,0.0,1.32,6.27,0.66
Arden LF,DC_BGE_PEP,0.0,0.8800000000000001,4.18,0.44000000000000006
William Penn LF (Middle Peninsula),DC_BGE_PEP,0.0,1.2000000000000002,5.699999999999999,0.6000000000000001
King George LF,DC_BGE_PEP,0.0,2.0,9.5,1.0
Cleveland County CT 1,DC_BGE_PEP,0.0,42.0,199.5,21.0
Glendon LF,DC_BGE_PEP,0.0,0.6400000000000001,3.04,0.32000000000000006
Erie County LF 1,DC_BGE_PEP,0.0,0.4,1.9,0.2
Henrico County LF,DC_BGE_PEP,0.0,0.8,3.8,0.4
Geneva LF 2,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Geneva LF 5,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Geneva LF 4,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Geneva LF 3,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Geneva LF 1,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 3,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 4,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 2,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 1,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 5,DC_BGE_PEP,0.0,0.16000000000000003,0.76,0.08000000000000002
Bellefontaine LF,DC_BGE_PEP,0.0,0.9,4.2749999999999995,0.45
Reichs Ford LF,DC_BGE_PEP,0.0,0.4,1.9,0.2
Middletown Coke (Yankee 1 emkts),DC_BGE_PEP,0.0,9.4,44.65,4.7
Salem County LF,DC_BGE_PEP,0.0,0.38,1.805,0.19
Pleasantville 2,DC_BGE_PEP,0.0,0.38,1.805,0.19
Pleasantville 3,DC_BGE_PEP,0.0,0.36000000000000004,1.71,0.18000000000000002
Pleasantville 1,DC_BGE_PEP,0.0,0.30000000000000004,1.4249999999999998,0.15000000000000002
Sussex County LF,DC_BGE_PEP,0.0,0.4,1.9,0.2
Burlington Cty LF 4,DC_BGE_PEP,0.0,0.27999999999999997,1.3299999999999998,0.13999999999999999
Burlington Cty LF 5,DC_BGE_PEP,0.0,0.27999999999999997,1.3299999999999998,0.13999999999999999
Burlington Cty LF 2,DC_BGE_PEP,0.0,0.27999999999999997,1.3299999999999998,0.13999999999999999
Burlington Cty LF 1,DC_BGE_PEP,0.0,0.27999999999999997,1.3299999999999998,0.13999999999999999
Burlington Cty LF 3,DC_BGE_PEP,0.0,0.27999999999999997,1.3299999999999998,0.13999999999999999
Northeast LF 4,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Northeast LF 3,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Northeast LF 1,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Northeast LF 2,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Evergreen 1,DC_BGE_PEP,0.0,5.0,23.75,2.5
Edgeboro LF,DC_BGE_PEP,0.0,1.92,9.12,0.96
Millersville LF 2,DC_BGE_PEP,1.6,0.32000000000000006,1.52,0.16000000000000003
Millersville LF 1,DC_BGE_PEP,1.6,0.32000000000000006,1.52,0.16000000000000003
Christiana 11,DC_BGE_PEP,0.0,5.0,23.75,2.5
Christiana 14,DC_BGE_PEP,0.0,5.0,23.75,2.5
Woodbine LF 2 (Cape May),DC_BGE_PEP,0.0,0.2,0.95,0.1
Woodbine LF 1 (Cape May),DC_BGE_PEP,0.0,0.2,0.95,0.1
Woodbine LF 3 (Cape May),DC_BGE_PEP,0.0,0.2,0.95,0.1
Delaware City 03,DC_BGE_PEP,0.0,14.4,68.39999999999999,7.2
Delaware City 06,DC_BGE_PEP,0.0,12.0,57.0,6.0
Delaware City 10,DC_BGE_PEP,0.0,3.6,17.099999999999998,1.8
Delaware City 07,DC_BGE_PEP,0.0,18.0,85.5,9.0
Edge Moor 03,DC_BGE_PEP,0.0,17.2,81.7,8.6
Edge Moor 10,DC_BGE_PEP,0.0,3.0,14.25,1.5
Edge Moor 05,DC_BGE_PEP,0.0,90.0,427.5,45.0
Edge Moor 04,DC_BGE_PEP,0.0,34.800000000000004,165.29999999999998,17.400000000000002
Cleveland County CT 4,DC_BGE_PEP,0.0,39.0,185.25,19.5
Indian River 10,DC_BGE_PEP,0.0,4.2,19.95,2.1
Indian River 04,DC_BGE_PEP,0.0,85.02000000000001,403.845,42.510000000000005
Berrien Springs LF 3,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Berrien Springs LF 1,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Berrien Springs LF 2,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
West 1,DC_BGE_PEP,0.0,3.8000000000000003,18.05,1.9000000000000001
Orchard Hills LF 1,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Orchard Hills LF 2,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Dover McKee Run 3,DC_BGE_PEP,0.0,20.400000000000002,96.89999999999999,10.200000000000001
Dover McKee Run 1,DC_BGE_PEP,0.0,3.4000000000000004,16.15,1.7000000000000002
Dover McKee Run 2,DC_BGE_PEP,0.0,3.4000000000000004,16.15,1.7000000000000002
Cook 1,DC_BGE_PEP,0.0,216.62,1028.945,108.31
Cook 2,DC_BGE_PEP,0.0,236.62,1123.945,118.31
Pleasants 1,DC_BGE_PEP,0.0,129.02,612.845,64.51
Pleasants 2,DC_BGE_PEP,0.0,128.02,608.095,64.01
Racine 1,DC_BGE_PEP,0.0,4.800000000000001,22.799999999999997,2.4000000000000004
Racine 2,DC_BGE_PEP,0.0,4.800000000000001,22.799999999999997,2.4000000000000004
Calvert Cliffs 1,DC_BGE_PEP,900.0,180.0,855.0,90.0
Calvert Cliffs 2,DC_BGE_PEP,880.0,176.0,836.0,88.0
Duck Creek 1,DC_BGE_PEP,0.0,86.60000000000001,411.34999999999997,43.300000000000004
Newton 2,DC_BGE_PEP,0.0,122.42000000000002,581.495,61.21000000000001
Newton 1,DC_BGE_PEP,0.0,122.02000000000001,579.595,61.010000000000005
East Bend 2,DC_BGE_PEP,0.0,120.0,570.0,60.0
Zimmer 1,DC_BGE_PEP,0.0,264.21999999999997,1255.0449999999998,132.10999999999999
Brandon Shores 2,DC_BGE_PEP,648.1,129.62,615.6949999999999,64.81
Brandon Shores 1,DC_BGE_PEP,665.1,133.02,631.845,66.51
Perry 1,DC_BGE_PEP,0.0,266.0,1263.5,133.0
Braidwood 2,DC_BGE_PEP,0.0,241.01999999999998,1144.8449999999998,120.50999999999999
Braidwood 1,DC_BGE_PEP,0.0,245.4,1165.6499999999999,122.7
Byron 2,DC_BGE_PEP,0.0,238.01999999999998,1130.5949999999998,119.00999999999999
Byron 1,DC_BGE_PEP,0.0,244.22,1160.0449999999998,122.11
Lasalle 2,DC_BGE_PEP,0.0,232.8,1105.8,116.4
Lasalle 1,DC_BGE_PEP,0.0,230.12,1093.07,115.06
Killen GT 1,DC_BGE_PEP,0.0,3.6,17.099999999999998,1.8
Killen 2,DC_BGE_PEP,0.0,120.0,570.0,60.0
Catawba 1,DC_BGE_PEP,0.0,232.60000000000002,1104.85,116.30000000000001
Beaver Valley 1,DC_BGE_PEP,0.0,194.0,921.5,97.0
Beaver Valley 2,DC_BGE_PEP,0.0,194.0,921.5,97.0
Spurlock 3,DC_BGE_PEP,0.0,53.6,254.6,26.8
Spurlock 1,DC_BGE_PEP,0.0,61.02000000000001,289.845,30.510000000000005
Spurlock 2,DC_BGE_PEP,0.0,102.0,484.5,51.0
Spurlock 4,DC_BGE_PEP,0.0,53.6,254.6,26.8
Big Cajun II 2,DC_BGE_PEP,0.0,115.0,546.25,57.5
Big Cajun II 1,DC_BGE_PEP,0.0,116.0,551.0,58.0
Big Cajun II 3,DC_BGE_PEP,0.0,117.60000000000001,558.6,58.800000000000004
Trimble 2,DC_BGE_PEP,0.0,157.0,745.75,78.5
Trimble 1,DC_BGE_PEP,0.0,103.0,489.25,51.5
Mansfield 3,DC_BGE_PEP,0.0,182.0,864.5,91.0
Mansfield 2,DC_BGE_PEP,0.0,182.0,864.5,91.0
Mansfield 1,DC_BGE_PEP,0.0,182.0,864.5,91.0
Susquehanna 2,DC_BGE_PEP,0.0,251.01999999999998,1192.3449999999998,125.50999999999999
Susquehanna 1,DC_BGE_PEP,0.0,252.01999999999998,1197.0949999999998,126.00999999999999
Limerick 2,DC_BGE_PEP,0.0,238.82,1134.3949999999998,119.41
Limerick 1,DC_BGE_PEP,0.0,236.4,1122.8999999999999,118.2
Gibson 5,DC_BGE_PEP,0.0,125.0,593.75,62.5
Hope Creek 1,DC_BGE_PEP,0.0,234.4,1113.3999999999999,117.2
Davis Besse 1,DC_BGE_PEP,0.0,190.0,902.5,95.0
Rockport 2,DC_BGE_PEP,0.0,260.0,1235.0,130.0
Rockport 1,DC_BGE_PEP,0.0,263.0,1249.25,131.5
Bath County 3,DC_BGE_PEP,0.0,100.46000000000001,477.185,50.230000000000004
Bath County 6,DC_BGE_PEP,0.0,100.80000000000001,478.79999999999995,50.400000000000006
Bath County 5,DC_BGE_PEP,0.0,100.64,478.03999999999996,50.32
Bath County 2,DC_BGE_PEP,0.0,100.44,477.09,50.22
Bath County 1,DC_BGE_PEP,0.0,100.42000000000002,476.995,50.21000000000001
Bath County 4,DC_BGE_PEP,0.0,100.26,476.235,50.13
North Anna 1,DC_BGE_PEP,0.0,189.60000000000002,900.5999999999999,94.80000000000001
North Anna 2,DC_BGE_PEP,0.0,195.22000000000003,927.295,97.61000000000001
Laurel,DC_BGE_PEP,0.0,14.0,66.5,7.0
Mountaineer 1,DC_BGE_PEP,0.0,263.02,1249.3449999999998,131.51
Ocracoke 1,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Center Hill 1,DC_BGE_PEP,0.0,9.0,42.75,4.5
Center Hill 3,DC_BGE_PEP,0.0,9.0,42.75,4.5
Center Hill 2,DC_BGE_PEP,0.0,9.0,42.75,4.5
Cheatham 3,DC_BGE_PEP,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Cheatham 2,DC_BGE_PEP,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Cheatham 1,DC_BGE_PEP,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Yards Creek 3,DC_BGE_PEP,0.0,28.0,133.0,14.0
Yards Creek 1,DC_BGE_PEP,0.0,28.0,133.0,14.0
Yards Creek 2,DC_BGE_PEP,0.0,28.0,133.0,14.0
London 1,DC_BGE_PEP,0.0,1.0,4.75,0.5
London 2,DC_BGE_PEP,0.0,1.0,4.75,0.5
London 3,DC_BGE_PEP,0.0,0.96,4.56,0.48
Marmet 3,DC_BGE_PEP,0.0,0.96,4.56,0.48
Marmet 1,DC_BGE_PEP,0.0,1.0,4.75,0.5
Marmet 2,DC_BGE_PEP,0.0,1.0,4.75,0.5
Winfield 3,DC_BGE_PEP,0.0,1.0,4.75,0.5
Winfield 2,DC_BGE_PEP,0.0,1.0,4.75,0.5
Winfield 1,DC_BGE_PEP,0.0,1.0,4.75,0.5
Lake Lynn 3,DC_BGE_PEP,0.0,2.6,12.35,1.3
Lake Lynn 2,DC_BGE_PEP,0.0,2.6,12.35,1.3
Lake Lynn 1,DC_BGE_PEP,0.0,2.6,12.35,1.3
Lake Lynn 4,DC_BGE_PEP,0.0,2.6,12.35,1.3
Vineland Jet 1,DC_BGE_PEP,0.0,6.4,30.4,3.2
Gravel Neck 3,DC_BGE_PEP,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Gravel Neck 4,DC_BGE_PEP,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Gravel Neck 5,DC_BGE_PEP,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Gravel Neck 2,DC_BGE_PEP,0.0,5.6000000000000005,26.599999999999998,2.8000000000000003
Gravel Neck 1,DC_BGE_PEP,0.0,3.4000000000000004,16.15,1.7000000000000002
Gravel Neck 6,DC_BGE_PEP,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Raystown,DC_BGE_PEP,0.0,4.2,19.95,2.1
Forked River C1,DC_BGE_PEP,0.0,8.8,41.8,4.4
Forked River C2,DC_BGE_PEP,0.0,8.4,39.9,4.2
Hay Road CT6,DC_BGE_PEP,0.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road ST8,DC_BGE_PEP,0.0,37.4,177.65,18.7
Hay Road CT3,DC_BGE_PEP,0.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road CT1,DC_BGE_PEP,0.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road CT2,DC_BGE_PEP,0.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road CT7,DC_BGE_PEP,0.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road CT5,DC_BGE_PEP,0.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road ST4,DC_BGE_PEP,0.0,37.4,177.65,18.7
Woodsdale GT 3,DC_BGE_PEP,0.0,18.8,89.3,9.4
Woodsdale GT 4,DC_BGE_PEP,0.0,18.8,89.3,9.4
Woodsdale GT 6,DC_BGE_PEP,0.0,18.8,89.3,9.4
Woodsdale GT 2,DC_BGE_PEP,0.0,18.8,89.3,9.4
Woodsdale GT 1,DC_BGE_PEP,0.0,18.8,89.3,9.4
Woodsdale GT 5,DC_BGE_PEP,0.0,18.8,89.3,9.4
Darbytown 4,DC_BGE_PEP,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Darbytown 2,DC_BGE_PEP,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Darbytown 1,DC_BGE_PEP,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Darbytown 3,DC_BGE_PEP,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Clover 2,DC_BGE_PEP,0.0,88.2,418.95,44.1
Clover 1,DC_BGE_PEP,0.0,88.2,418.95,44.1
Lincoln 2,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Lincoln 1,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Lincoln 8,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Lincoln 7,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Lincoln 3,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Lincoln 4,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Lincoln 5,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Lincoln 6,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Sherman Avenue CT 1,DC_BGE_PEP,0.0,19.200000000000003,91.19999999999999,9.600000000000001
Dover Parkland 11,DC_BGE_PEP,0.0,9.0,42.75,4.5
Richmond CT 2,DC_BGE_PEP,0.0,7.6000000000000005,36.1,3.8000000000000003
Richmond CT 1,DC_BGE_PEP,0.0,7.6000000000000005,36.1,3.8000000000000003
Anderson CT 2,DC_BGE_PEP,0.0,7.6000000000000005,36.1,3.8000000000000003
Anderson CT 3,DC_BGE_PEP,0.0,16.8,79.8,8.4
Anderson CT 1,DC_BGE_PEP,0.0,7.6000000000000005,36.1,3.8000000000000003
Bellville 1,DC_BGE_PEP,0.0,4.5,21.375,2.25
Bellville 2,DC_BGE_PEP,0.0,4.5,21.375,2.25
Pennsbury 1,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Pennsbury 2,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Fairless Hills B,DC_BGE_PEP,0.0,6.0,28.5,3.0
Fairless Hills A,DC_BGE_PEP,0.0,6.0,28.5,3.0
Tilton CT 2,DC_BGE_PEP,0.0,9.0,42.75,4.5
Tilton CT 1,DC_BGE_PEP,0.0,9.0,42.75,4.5
Tilton CT 4,DC_BGE_PEP,0.0,9.0,42.75,4.5
Tilton CT 3,DC_BGE_PEP,0.0,9.0,42.75,4.5
Montpelier 3,DC_BGE_PEP,0.0,11.8,56.05,5.9
Montpelier 1,DC_BGE_PEP,0.0,11.8,56.05,5.9
Montpelier 4,DC_BGE_PEP,0.0,11.8,56.05,5.9
Montpelier 2,DC_BGE_PEP,0.0,11.8,56.05,5.9
Rowan CT 2,DC_BGE_PEP,0.0,35.6,169.1,17.8
Rowan CT 1,DC_BGE_PEP,0.0,39.800000000000004,189.04999999999998,19.900000000000002
Rowan 4 CC,DC_BGE_PEP,0.0,118.80000000000001,564.3,59.400000000000006
Rock Springs CT1,DC_BGE_PEP,0.0,32.800000000000004,155.79999999999998,16.400000000000002
Rock Springs CT4,DC_BGE_PEP,0.0,33.28,158.07999999999998,16.64
Rock Springs CT3,DC_BGE_PEP,0.0,32.72,155.42,16.36
Rock Springs CT2,DC_BGE_PEP,0.0,32.6,154.85,16.3
Marsh Run CT 2,DC_BGE_PEP,0.0,31.860000000000003,151.335,15.930000000000001
Marsh Run CT 3,DC_BGE_PEP,0.0,32.2,152.95,16.1
Marsh Run CT 1,DC_BGE_PEP,0.0,32.2,152.95,16.1
Louisa CT 5,DC_BGE_PEP,0.0,31.6,150.1,15.8
Louisa CT 2,DC_BGE_PEP,0.0,15.4,73.14999999999999,7.7
Louisa CT 3,DC_BGE_PEP,0.0,15.46,73.43499999999999,7.73
Louisa CT 4,DC_BGE_PEP,0.0,15.440000000000001,73.34,7.720000000000001
Louisa CT 1,DC_BGE_PEP,0.0,15.3,72.675,7.65
Remington 3,DC_BGE_PEP,0.0,35.6,169.1,17.8
Remington 2,DC_BGE_PEP,0.0,35.6,169.1,17.8
Remington 1,DC_BGE_PEP,0.0,35.6,169.1,17.8
Remington 4,DC_BGE_PEP,0.0,35.6,169.1,17.8
Ladysmith GT 2,DC_BGE_PEP,0.0,35.6,169.1,17.8
Ladysmith GT 1,DC_BGE_PEP,0.0,35.6,169.1,17.8
Ladysmith GT 3,DC_BGE_PEP,0.0,31.960000000000004,151.81,15.980000000000002
Ladysmith GT 4,DC_BGE_PEP,0.0,32.0,152.0,16.0
Ladysmith GT 5,DC_BGE_PEP,0.0,32.12,152.57,16.06
Mone 1,DC_BGE_PEP,0.0,35.02,166.345,17.51
Mone 3,DC_BGE_PEP,0.0,35.02,166.345,17.51
Mone 2,DC_BGE_PEP,0.0,34.0,161.5,17.0
Amelia Landfill,DC_BGE_PEP,0.0,3.2,15.2,1.6
Clayton 2,DC_BGE_PEP,0.0,10.200000000000001,48.449999999999996,5.1000000000000005
Clayton 1 (Beasley),DC_BGE_PEP,0.0,10.0,47.5,5.0
Mickleton CT 1,DC_BGE_PEP,0.0,15.8,75.05,7.9
Three Mile Island 1,DC_BGE_PEP,0.0,162.0,769.5,81.0
Croydon 11,DC_BGE_PEP,0.0,13.0,61.75,6.5
Croydon 21,DC_BGE_PEP,0.0,12.0,57.0,6.0
Croydon 32,DC_BGE_PEP,0.0,12.0,57.0,6.0
Croydon 12,DC_BGE_PEP,0.0,13.0,61.75,6.5
Croydon 22,DC_BGE_PEP,0.0,13.0,61.75,6.5
Croydon 31,DC_BGE_PEP,0.0,13.0,61.75,6.5
Croydon 41,DC_BGE_PEP,0.0,13.0,61.75,6.5
Croydon 42,DC_BGE_PEP,0.0,11.8,56.05,5.9
Gavin 1,DC_BGE_PEP,0.0,266.02,1263.5949999999998,133.01
Gavin 2,DC_BGE_PEP,0.0,270.0,1282.5,135.0
Seneca 1,DC_BGE_PEP,0.0,46.800000000000004,222.29999999999998,23.400000000000002
Seneca 3,DC_BGE_PEP,0.0,6.0,28.5,3.0
Seneca 2,DC_BGE_PEP,0.0,43.6,207.1,21.8
Cheswick 1,DC_BGE_PEP,0.0,117.60000000000001,558.6,58.800000000000004
Glen Gardner A3,DC_BGE_PEP,0.0,5.2,24.7,2.6
Glen Gardner B8,DC_BGE_PEP,0.0,5.2,24.7,2.6
Glen Gardner B6,DC_BGE_PEP,0.0,5.2,24.7,2.6
Glen Gardner A4,DC_BGE_PEP,0.0,5.2,24.7,2.6
Glen Gardner B7,DC_BGE_PEP,0.0,5.2,24.7,2.6
Glen Gardner B5,DC_BGE_PEP,0.0,5.2,24.7,2.6
Glen Gardner A2,DC_BGE_PEP,0.0,5.2,24.7,2.6
Glen Gardner A1,DC_BGE_PEP,0.0,5.2,24.7,2.6
E.D. Edwards 3,DC_BGE_PEP,0.0,72.8,345.8,36.4
E.D. Edwards 1,DC_BGE_PEP,0.0,23.400000000000002,111.14999999999999,11.700000000000001
E.D. Edwards 2,DC_BGE_PEP,0.0,54.6,259.34999999999997,27.3
Coffeen 1,DC_BGE_PEP,0.0,68.0,323.0,34.0
Coffeen 2,DC_BGE_PEP,0.0,116.82000000000001,554.895,58.410000000000004
Dresden 3,DC_BGE_PEP,0.0,179.82000000000002,854.145,89.91000000000001
Dresden 2,DC_BGE_PEP,0.0,180.4,856.9,90.2
Joliet 6,DC_BGE_PEP,0.0,58.0,275.5,29.0
Kincaid 1,DC_BGE_PEP,0.0,110.80000000000001,526.3,55.400000000000006
Kincaid 2,DC_BGE_PEP,0.0,114.02000000000001,541.595,57.010000000000005
Powerton 6,DC_BGE_PEP,0.0,153.8,730.55,76.9
Powerton 5,DC_BGE_PEP,0.0,153.8,730.55,76.9
Quad Cities 1,DC_BGE_PEP,0.0,181.60000000000002,862.5999999999999,90.80000000000001
Quad Cities 2,DC_BGE_PEP,0.0,182.20000000000002,865.4499999999999,91.10000000000001
Waukegan 7,DC_BGE_PEP,0.0,65.60000000000001,311.59999999999997,32.800000000000004
Waukegan 32,DC_BGE_PEP,0.0,11.0,52.25,5.5
Waukegan 31,DC_BGE_PEP,0.0,10.600000000000001,50.349999999999994,5.300000000000001
Waukegan 8,DC_BGE_PEP,0.0,72.2,342.95,36.1
Will County 4,DC_BGE_PEP,0.0,103.02000000000001,489.34499999999997,51.510000000000005
Will County 3,DC_BGE_PEP,0.0,52.02000000000001,247.095,26.010000000000005
Fisk 34,DC_BGE_PEP,0.0,10.0,47.5,5.0
Fisk 33,DC_BGE_PEP,0.0,9.82,46.644999999999996,4.91
Fisk 32,DC_BGE_PEP,0.0,11.0,52.25,5.5
Fisk 31,DC_BGE_PEP,0.0,11.0,52.25,5.5
Joppa 6,DC_BGE_PEP,0.0,33.4,158.65,16.7
Joppa 5,DC_BGE_PEP,0.0,33.4,158.65,16.7
Joppa 3,DC_BGE_PEP,0.0,33.4,158.65,16.7
Joppa 2,DC_BGE_PEP,0.0,33.4,158.65,16.7
Joppa 4,DC_BGE_PEP,0.0,34.6,164.35,17.3
Joppa 1,DC_BGE_PEP,0.0,33.4,158.65,16.7
Hennepin 2,DC_BGE_PEP,0.0,45.2,214.7,22.6
Hennepin 1,DC_BGE_PEP,0.0,15.200000000000001,72.2,7.6000000000000005
Clifty Creek 6,DC_BGE_PEP,0.0,41.0,194.75,20.5
Clifty Creek 4,DC_BGE_PEP,0.0,41.0,194.75,20.5
Clifty Creek 3,DC_BGE_PEP,0.0,41.0,194.75,20.5
Clifty Creek 5,DC_BGE_PEP,0.0,41.0,194.75,20.5
Clifty Creek 1,DC_BGE_PEP,0.0,41.0,194.75,20.5
Clifty Creek 2,DC_BGE_PEP,0.0,41.0,194.75,20.5
Elkhart 3,DC_BGE_PEP,0.0,0.2,0.95,0.1
Elkhart 2,DC_BGE_PEP,0.0,0.2,0.95,0.1
Elkhart 1,DC_BGE_PEP,0.0,0.27999999999999997,1.3299999999999998,0.13999999999999999
Tanners Ck 2,DC_BGE_PEP,0.0,29.02,137.845,14.51
Tanners Ck 1,DC_BGE_PEP,0.0,29.0,137.75,14.5
Tanners Ck 3,DC_BGE_PEP,0.0,40.620000000000005,192.945,20.310000000000002
Tanners Ck 4,DC_BGE_PEP,0.0,100.0,475.0,50.0
Twinbrnch 5,DC_BGE_PEP,0.0,0.2,0.95,0.1
Twinbrnch 2,DC_BGE_PEP,0.0,0.2,0.95,0.1
Twinbrnch 4,DC_BGE_PEP,0.0,0.2,0.95,0.1
Twinbrnch 1,DC_BGE_PEP,0.0,0.2,0.95,0.1
Twinbrnch 8,DC_BGE_PEP,0.0,0.2,0.95,0.1
Twinbrnch 6,DC_BGE_PEP,0.0,0.2,0.95,0.1
Twinbrnch 7,DC_BGE_PEP,0.0,0.2,0.95,0.1
Twinbrnch 3,DC_BGE_PEP,0.0,0.2,0.95,0.1
DR1,DC_BGE_PEP,0.0,2000.0,9500.0,1000.0
DR2,DC_BGE_PEP,0.0,2000.0,9500.0,1000.0
DR3,DC_BGE_PEP,10000.0,2000.0,9500.0,1000.0
DR4,DC_BGE_PEP,0.0,2000.0,9500.0,1000.0
DR5,DC_BGE_PEP,0.0,2000.0,9500.0,1000.0
General Foods 1 NUG,VA_DOM,0.0,3.2200000000000006,15.295,1.6100000000000003
Kent CT 2,VA_DOM,0.0,8.8,41.8,4.4
Kent CT 1,VA_DOM,0.0,8.8,41.8,4.4
LGP NUG (Logan),VA_DOM,0.0,43.800000000000004,208.04999999999998,21.900000000000002
Kinsley Landfill,VA_DOM,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Cogentrix Portsmouth 2 (Lk.Kingman),VA_DOM,57.5,11.5,54.625,5.75
Cogentrix Portsmouth 1 (Lk.Kingman),VA_DOM,57.5,11.5,54.625,5.75
PCLP1 NUG,VA_DOM,0.0,23.200000000000003,110.19999999999999,11.600000000000001
Gilberton NUG,VA_DOM,0.0,16.400000000000002,77.89999999999999,8.200000000000001
Harrisburg NUG,VA_DOM,0.0,2.2,10.45,1.1
IUP NUG,VA_DOM,0.0,3.6200000000000006,17.195,1.8100000000000003
Colver NUG,VA_DOM,0.0,22.0,104.5,11.0
Grant Town,VA_DOM,0.0,16.0,76.0,8.0
South River NUG,VA_DOM,0.0,65.17999999999999,309.60499999999996,32.589999999999996
Mt Carmel Cogen (FosterWheeler),VA_DOM,0.0,8.6,40.85,4.3
Cogentrix Hopewell 2 (James River),VA_DOM,46.0,9.200000000000001,43.699999999999996,4.6000000000000005
Cogentrix Hopewell 1 (James River),VA_DOM,46.0,9.200000000000001,43.699999999999996,4.6000000000000005
Edgecombe 2 (Rocky Mt),VA_DOM,58.0,11.600000000000001,55.099999999999994,5.800000000000001
Edgecombe 1 (Rocky Mt),VA_DOM,58.0,11.600000000000001,55.099999999999994,5.800000000000001
Camden County RR NUG,VA_DOM,0.0,4.6000000000000005,21.849999999999998,2.3000000000000003
CPGP NUG (Chambers/Carneys PT),VA_DOM,0.0,47.980000000000004,227.905,23.990000000000002
Ebensburg NUG,VA_DOM,0.0,10.0,47.5,5.0
Baltimore Resco NUG (Bresco),VA_DOM,0.0,11.4,54.15,5.7
Hopewell Cogen 1 (HCF),VA_DOM,400.0,80.0,380.0,40.0
Cambria County NUG,VA_DOM,0.0,17.6,83.6,8.8
Essex County RR NUG (Covanta),VA_DOM,0.0,13.0,61.75,6.5
AES Beaver,VA_DOM,0.0,25.02,118.84499999999998,12.51
Warrior Run,VA_DOM,0.0,36.0,171.0,18.0
